"";"disp_alim_general__kcal_hab_jr";"disp_prot_general__g_hab_jr";"disp_alim_volaille__kcal_hab_jr";"pib_hab_13";"indice_risque";"indice_affaire";"distance_fr__km";"pop_13";"pop_evol_5a_pt";"disp_prot_anim__pt";"import_volaille__kg_hab_an";"prod_volaille__kg_hab_an"
"1 (DJI)";-0,735520648438118;-0,717293341050223;-0,770479444601728;-0,585373587155277;0,683635446791404;0,72998444370767;0,155629052060521;-0,11566709849128;0,350937205265806;-0,795859342949784;-0,257661126271876;-0,71392830632597
"2 (MEX)";0,473361228925723;0,429592764202333;0,706711515649013;0,0951496543517844;-0,302644168513365;-0,353083956423239;0,0689331737378004;-0,119560766591555;-0,260104261105681;0,573750400076119;0,0841470228658469;0,600206338569708
"3 (DNK)";1,39122021432509;1,37897363029709;0,598458237686182;2,18990061059814;-1,6864548532522;-1,69199585559608;-1,09459807096962;-0,0341826607442257;-0,471181231016301;1,26835527552961;0,243533857288114;0,906324275144538
"4 (CHN)";-0,167514670288875;-0,0860071200333985;-0,585473936671294;-0,508518197720558;0,00732942486813374;0,143693915549561;0,670645982091223;8,21061865854076;-0,345855723429208;-0,699531725641703;-0,4512200060007;-0,500843956012776
"5 (HKG)";0,949075757087736;2,40151198933451;2,48354266684759;1,15064881128143;0,00732942486813374;0,143693915549561;1,07331992908922;-0,249183223616582;-0,559466242200821;2,03886758752498;10,0827228430123;-0,737312038791004
