Code Domaine,Domaine,Code Pays,Pays,Code Élément,Élément,Code Produit,Produit,Code Année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires","66","Fidji","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","66","Fidji","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","67","Finlande","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","111","S","Données standardisées"
"FBS","Bilans Alimentaires","67","Finlande","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","16","S","Données standardisées"
"FBS","Bilans Alimentaires","67","Finlande","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","68","France","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1702","S","Données standardisées"
"FBS","Bilans Alimentaires","68","France","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","423","S","Données standardisées"
"FBS","Bilans Alimentaires","68","France","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","97","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","74","Gabon","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBS","Bilans Alimentaires","74","Gabon","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","70","S","Données standardisées"
"FBS","Bilans Alimentaires","74","Gabon","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","111","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","75","Gambie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","75","Gambie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBS","Bilans Alimentaires","75","Gambie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","73","Géorgie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","10","S","Données standardisées"
"FBS","Bilans Alimentaires","73","Géorgie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","43","S","Données standardisées"
"FBS","Bilans Alimentaires","73","Géorgie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","81","Ghana","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","51","S","Données standardisées"
"FBS","Bilans Alimentaires","81","Ghana","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","173","S","Données standardisées"
"FBS","Bilans Alimentaires","81","Ghana","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","19","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","84","Grèce","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","131","S","Données standardisées"
"FBS","Bilans Alimentaires","84","Grèce","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","73","S","Données standardisées"
"FBS","Bilans Alimentaires","84","Grèce","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","86","Grenade","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","86","Grenade","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","7","S","Données standardisées"
"FBS","Bilans Alimentaires","86","Grenade","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","182","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","89","Guatemala","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","192","S","Données standardisées"
"FBS","Bilans Alimentaires","89","Guatemala","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","89","S","Données standardisées"
"FBS","Bilans Alimentaires","89","Guatemala","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","57","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","90","Guinée","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","9","S","Données standardisées"
"FBS","Bilans Alimentaires","90","Guinée","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","13","S","Données standardisées"
"FBS","Bilans Alimentaires","90","Guinée","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","175","Guinée-Bissau","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","175","Guinée-Bissau","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","175","Guinée-Bissau","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","91","Guyana","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","29","S","Données standardisées"
"FBS","Bilans Alimentaires","91","Guyana","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","91","Guyana","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","154","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","93","Haïti","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","9","S","Données standardisées"
"FBS","Bilans Alimentaires","93","Haïti","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","70","S","Données standardisées"
"FBS","Bilans Alimentaires","93","Haïti","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","26","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","95","Honduras","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","151","S","Données standardisées"
"FBS","Bilans Alimentaires","95","Honduras","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","17","S","Données standardisées"
"FBS","Bilans Alimentaires","95","Honduras","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","86","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","97","Hongrie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","405","S","Données standardisées"
"FBS","Bilans Alimentaires","97","Hongrie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","56","S","Données standardisées"
"FBS","Bilans Alimentaires","97","Hongrie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","97","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","25","Îles Salomon","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","25","Îles Salomon","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","25","Îles Salomon","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","100","Inde","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","2358","S","Données standardisées"
"FBS","Bilans Alimentaires","100","Inde","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","100","Inde","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","101","Indonésie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1872","S","Données standardisées"
"FBS","Bilans Alimentaires","101","Indonésie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","101","Indonésie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","26","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","102","Iran (République islamique d')","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1979","S","Données standardisées"
"FBS","Bilans Alimentaires","102","Iran (République islamique d')","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","17","S","Données standardisées"
"FBS","Bilans Alimentaires","102","Iran (République islamique d')","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","89","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","103","Iraq","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","88","S","Données standardisées"
"FBS","Bilans Alimentaires","103","Iraq","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","413","S","Données standardisées"
"FBS","Bilans Alimentaires","103","Iraq","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","52","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","103","S","Données standardisées"
"FBS","Bilans Alimentaires","104","Irlande","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","80","S","Données standardisées"
"FBS","Bilans Alimentaires","104","Irlande","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","96","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","99","Islande","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","8","S","Données standardisées"
"FBS","Bilans Alimentaires","99","Islande","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","99","Islande","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","92","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","105","Israël","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","532","S","Données standardisées"
"FBS","Bilans Alimentaires","105","Israël","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","105","Israël","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","217","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","106","Italie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1229","S","Données standardisées"
"FBS","Bilans Alimentaires","106","Italie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","87","S","Données standardisées"
"FBS","Bilans Alimentaires","106","Italie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","65","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","109","Jamaïque","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","104","S","Données standardisées"
"FBS","Bilans Alimentaires","109","Jamaïque","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","43","S","Données standardisées"
"FBS","Bilans Alimentaires","109","Jamaïque","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","181","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","110","Japon","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1459","S","Données standardisées"
"FBS","Bilans Alimentaires","110","Japon","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1056","S","Données standardisées"
"FBS","Bilans Alimentaires","110","Japon","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","64","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","112","Jordanie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","182","S","Données standardisées"
"FBS","Bilans Alimentaires","112","Jordanie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","84","S","Données standardisées"
"FBS","Bilans Alimentaires","112","Jordanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","117","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","108","Kazakhstan","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","136","S","Données standardisées"
"FBS","Bilans Alimentaires","108","Kazakhstan","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","171","S","Données standardisées"
"FBS","Bilans Alimentaires","108","Kazakhstan","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","62","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","114","Kenya","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","21","S","Données standardisées"
"FBS","Bilans Alimentaires","114","Kenya","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","114","Kenya","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","2","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","113","Kirghizistan","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","6","S","Données standardisées"
"FBS","Bilans Alimentaires","113","Kirghizistan","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","51","S","Données standardisées"
"FBS","Bilans Alimentaires","113","Kirghizistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","8","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","83","Kiribati","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","83","Kiribati","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","83","Kiribati","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","53","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","118","Koweït","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","44","S","Données standardisées"
"FBS","Bilans Alimentaires","118","Koweït","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","139","S","Données standardisées"
"FBS","Bilans Alimentaires","118","Koweït","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","179","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","122","Lesotho","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBS","Bilans Alimentaires","122","Lesotho","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","17","S","Données standardisées"
"FBS","Bilans Alimentaires","122","Lesotho","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","34","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","119","Lettonie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","27","S","Données standardisées"
"FBS","Bilans Alimentaires","119","Lettonie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","29","S","Données standardisées"
"FBS","Bilans Alimentaires","119","Lettonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","154","l'ex-République yougoslave de Macédoine","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","154","l'ex-République yougoslave de Macédoine","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","38","S","Données standardisées"
"FBS","Bilans Alimentaires","154","l'ex-République yougoslave de Macédoine","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","62","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","121","Liban","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","88","S","Données standardisées"
"FBS","Bilans Alimentaires","121","Liban","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","17","S","Données standardisées"
"FBS","Bilans Alimentaires","121","Liban","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","123","Libéria","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","13","S","Données standardisées"
"FBS","Bilans Alimentaires","123","Libéria","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","25","S","Données standardisées"
"FBS","Bilans Alimentaires","123","Libéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","30","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","126","Lituanie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","93","S","Données standardisées"
"FBS","Bilans Alimentaires","126","Lituanie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","33","S","Données standardisées"
"FBS","Bilans Alimentaires","126","Lituanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","91","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","256","Luxembourg","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","256","Luxembourg","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","10","S","Données standardisées"
"FBS","Bilans Alimentaires","256","Luxembourg","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","75","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","129","Madagascar","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","72","S","Données standardisées"
"FBS","Bilans Alimentaires","129","Madagascar","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","129","Madagascar","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","16","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","131","Malaisie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1458","S","Données standardisées"
"FBS","Bilans Alimentaires","131","Malaisie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","47","S","Données standardisées"
"FBS","Bilans Alimentaires","131","Malaisie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","162","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","130","Malawi","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","23","S","Données standardisées"
"FBS","Bilans Alimentaires","130","Malawi","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","130","Malawi","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","5","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","132","Maldives","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","10","S","Données standardisées"
"FBS","Bilans Alimentaires","132","Maldives","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","62","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","133","Mali","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","44","S","Données standardisées"
"FBS","Bilans Alimentaires","133","Mali","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires","133","Mali","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","10","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","134","Malte","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBS","Bilans Alimentaires","134","Malte","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","9","S","Données standardisées"
"FBS","Bilans Alimentaires","134","Malte","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","89","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","143","Maroc","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","684","S","Données standardisées"
"FBS","Bilans Alimentaires","143","Maroc","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBS","Bilans Alimentaires","143","Maroc","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","70","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","137","Maurice","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","47","S","Données standardisées"
"FBS","Bilans Alimentaires","137","Maurice","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","137","Maurice","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","129","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","136","Mauritanie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBS","Bilans Alimentaires","136","Mauritanie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","17","S","Données standardisées"
"FBS","Bilans Alimentaires","136","Mauritanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","12","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","138","Mexique","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","2846","S","Données standardisées"
"FBS","Bilans Alimentaires","138","Mexique","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","849","S","Données standardisées"
"FBS","Bilans Alimentaires","138","Mexique","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","114","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","141","Mongolie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","141","Mongolie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","8","S","Données standardisées"
"FBS","Bilans Alimentaires","141","Mongolie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","10","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","273","Monténégro","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires","273","Monténégro","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","7","S","Données standardisées"
"FBS","Bilans Alimentaires","273","Monténégro","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","53","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","144","Mozambique","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","27","S","Données standardisées"
"FBS","Bilans Alimentaires","144","Mozambique","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","10","S","Données standardisées"
"FBS","Bilans Alimentaires","144","Mozambique","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","5","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","28","Myanmar","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1196","S","Données standardisées"
"FBS","Bilans Alimentaires","28","Myanmar","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires","28","Myanmar","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","83","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","147","Namibie","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","12","S","Données standardisées"
"FBS","Bilans Alimentaires","147","Namibie","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","18","S","Données standardisées"
"FBS","Bilans Alimentaires","147","Namibie","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","42","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","149","Népal","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","43","S","Données standardisées"
"FBS","Bilans Alimentaires","149","Népal","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires","149","Népal","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","5","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","157","Nicaragua","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","123","S","Données standardisées"
"FBS","Bilans Alimentaires","157","Nicaragua","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","6","S","Données standardisées"
"FBS","Bilans Alimentaires","157","Nicaragua","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","91","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","158","Niger","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","17","S","Données standardisées"
"FBS","Bilans Alimentaires","158","Niger","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires","158","Niger","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2013","2013","Kcal/personne/jour","4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","159","Nigéria","5511","Production","2734","Viande de Volailles","2013","2013","Milliers de tonnes","300","S","Données standardisées"
"FBS","Bilans Alimentaires","159","Nigéria","5611","Importations - Quantité","2734","Viande de Volailles","2013","2013","Milliers de tonnes","1","S","Données standardisées"
